7865000,135.054128203409,2611.3956000656444,125
10135000,120.61890668115358,2019.8386719789148,125
8740000,130.7072743853737,2747.8859141708804,125
8125000,129.61200406566905,2673.9272133060585,125
12335000,132.7823961781845,2305.7774472286974,125
9045000,117.16184568336372,2835.2275087836974,125
10950000,123.60152458158116,2573.9952896879777,125
10540000,126.97608059645003,2776.860756759664,125
8560000,141.10098906369387,2518.691121449796,125
8260000,107.33742554502747,2809.23769122169,125
6950000,133.44819667057368,2329.441566700573,125
11155000,152.62266993843372,2428.2425550287435,125
6380000,148.32393428087963,3128.235083116027,125
6135000,133.82016955987677,2735.2915313183757,125
5245000,126.52231255200293,2908.179341412668,125
4010000,167.862731840355,3317.6059315921643,125
7780000,133.8128829521893,2682.5697422351745,125
8095000,125.45026054252945,2307.692674398095,125
10800000,126.35325562647179,2797.29707138599,125
6865000,105.7737953289822,3491.8392381884905,125
8205000,104.25572313544612,2587.5590249022207,125
10875000,135.54182178472183,2530.864724831669,125
5955000,133.17038141223688,3386.651960031697,125
9160000,117.4539749537272,2902.3735655514183,125
8010000,110.59570333563936,2902.8118845915164,125
7845000,136.95750311540328,2942.720672130136,125
6220000,132.90309597141905,2480.8210370093993,125
5795000,110.26311438489014,2761.343923095536,125
11045000,111.40184348101165,3601.913678845964,125
6610000,123.32164174715193,2458.223058989596,125
10555000,101.41849465583249,2525.218077306908,125
11200000,96.65977165606905,2946.9718794986434,125
