154,1507.2322999999997,1475.8274000000006,1474.0054999999995,1462.3891999999996,1496.8288999999997,1522.1491000000003,1474.9832999999996,1499.2721,1495.0509999999997,1478.284500000001,1494.1856999999998,1507.4766000000004,1502.4653,1500.335,1500.1191000000003,1495.8154999999992,1497.4998999999991,1506.4087999999997,1528.4639,1515.5579999999998,1501.4207999999999,1514.7305
154,1690.2952999999998,1670.1179000000002,1654.5821999999994,1657.0104000000003,1653.8961,1689.9142999999992,1668.8483000000008,1666.6870999999999,1669.1208999999997,1649.1358999999995,1658.3681,1661.6534000000001,1676.0503000000003,1701.3732,1686.5753999999997,1681.7896,1685.1166,1669.4044000000008,1662.9236,1663.5558999999992,1676.5793000000006,1669.4602
154,1461.6209999999996,1495.0511000000004,1495.4372,1456.0708000000006,1470.6720000000003,1476.816,1465.9277000000002,1478.7044999999991,1461.8698000000002,1461.3963,1473.1794000000002,1463.9482000000005,1455.0785000000003,1456.0933000000002,1459.7696,1460.4300000000005,1460.0777000000003,1452.8493,1459.1610000000005,1457.8914000000004,1464.7095000000004,1464.7026000000003,1464.6102999999998
154,1353.8228000000004,1358.4801999999993,1350.0385999999999,1339.9363999999987,1373.0948000000005,1364.3110999999997,1349.8229999999999,1353.8321999999996,1340.2940000000006,1334.0786000000003,1351.0745000000009,1351.4554999999996,1370.399099999999,1361.4923000000001,1377.6037000000006,1361.9664000000012,1373.1412999999993,1380.6414,1359.7663999999995,1389.0107000000005,1384.5468,1371.9391
154,1792.3615999999997,1787.608,1807.9865000000004,1823.0812000000003,1824.9845999999998,1803.2802,1790.6473999999998,1790.4226999999996,1793.1902000000005,1795.8774999999996,1782.2965000000002,1793.4679999999996,1794.225,1788.9773999999998,1765.6475000000005,1771.3515000000004,1774.4693000000004,1773.7339999999997,1773.6672999999992,1779.0755999999997,1783.8245,1776.2042000000001,1770.0792000000008,1770.0592000000008,1771.6626999999999,1774.2844999999998,1772.6155999999996,1771.6856000000016,1772.2451999999996,1772.853400000001,1772.8180000000004,1772.4328,1775.9611000000002,1772.2769999999998,1772.3227999999997,1785.2281000000003,1785.3485999999998,1786.5887999999998,1786.1375999999996
154,1686.7770000000012,1655.5195000000003,1612.3100999999997,1587.2119000000002,1618.2676000000001,1610.0179999999993,1606.5192999999997,1611.7314999999992,1608.4438000000002,1608.5937999999999,1608.0121000000004,1621.2623999999998,1605.6324000000006,1602.7815999999996,1605.1688999999997,1599.3402999999996,1611.0021000000004,1598.8127999999997,1612.2998000000005,1611.1650999999995,1616.4435999999996,1616.4846999999997
154,1556.0933000000002,1549.8145000000002,1557.1094999999998,1511.9234000000004,1520.8129,1544.5597000000002,1541.2622000000006,1550.2955000000002,1558.6913,1541.8595999999998,1526.8546999999999,1578.2117999999996,1577.9856000000007,1531.6799000000003,1548.5860999999995,1547.3068000000005,1530.3333000000005,1530.4199999999998,1532.0799000000006,1528.4231000000004,1529.7692000000009,1535.7357,1536.2769,1534.9630999999993,1535.7352,1535.7442000000005
154,1777.5687999999984,1786.8820999999996,1766.6608000000012,1756.0403000000001,1762.0518000000002,1744.0275999999997,1743.7181999999996,1746.843300000001,1745.4709999999998,1750.5152999999998,1747.8486000000007,1744.5465000000004,1749.4224000000002,1753.4739999999997,1759.8328000000006,1756.9202000000012,1752.1481000000008,1752.1271,1751.669500000001,1747.4122000000016,1757.0003999999994,1758.5672999999997
154,1413.5217000000002,1405.2905000000003,1409.0542999999998,1420.8890000000006,1421.2732999999998,1413.8895999999993,1413.6835999999996,1419.7093,1419.0192999999997,1425.2993999999997,1462.3778000000004,1432.0070999999998,1419.3250000000007,1460.1021000000005,1422.0564000000002,1428.7713999999999,1426.6572999999994,1428.6449,1426.8461999999993,1440.3742,1442.2495,1442.3467000000003
154,1389.3582000000004,1398.1627000000003,1440.2656000000004,1432.1791000000003,1451.1917999999994,1424.4820000000002,1419.5761,1399.5305999999998,1398.4989,1399.0097999999998,1399.9634,1399.5831,1411.2460999999996,1397.6369000000002,1417.1422000000005,1405.8600999999999,1405.0525999999998,1418.7965000000006,1402.2165999999997,1409.7378,1415.7482000000002,1416.7525000000003,1399.8917000000001,1412.9430999999995,1414.2250999999994
154,1561.9308,1539.0606,1543.4429999999998,1554.2125,1546.5760000000002,1540.825699999999,1581.6268999999993,1557.8013999999991,1549.5759999999996,1540.1010999999992,1537.1985,1536.8041,1537.2386999999999,1520.3547000000012,1522.224800000001,1573.8376,1572.5499,1548.1967,1547.9341999999995,1574.2092,1582.8522999999998,1583.3541
